Aveiro|Arouca|Várzea|PPD/PSD.CDS-PP.PPM|43,39%|151|PS|24,71%|86|CH|18,10%|63|IL|2,87%|10|L|2,30%|8|B.E.|2,01%|7|ADN|0,86%|3|R.I.R.|0,86%|3|ND|0,57%|2|PAN|0,57%|2|PCTP/MRPP|0,57%|2|E|0,29%|1|MPT.A|0,00%|0|PCP-PEV|0,00%|0|VP|0,00%|0|EMBRANCO|2,01%|7|NULOS|0,86%|3
Aveiro|Aveiro|Aradas|PPD/PSD.CDS-PP.PPM|38,59%|2.160|PS|22,44%|1.256|CH|15,74%|881|IL|7,43%|416|B.E.|5,06%|283|L|3,36%|188|PAN|1,61%|90|PCP-PEV|1,11%|62|ADN|1,09%|61|R.I.R.|0,25%|14|ND|0,21%|12|PCTP/MRPP|0,20%|11|VP|0,14%|8|MPT.A|0,05%|3|E|0,02%|1|EMBRANCO|1,84%|103|NULOS|0,88%|49
Aveiro|Aveiro|Cacia|PS|28,89%|1.196|PPD/PSD.CDS-PP.PPM|27,08%|1.121|CH|20,22%|837|B.E.|6,23%|258|IL|5,60%|232|L|2,75%|114|PAN|2,27%|94|PCP-PEV|1,33%|55|ADN|1,11%|46|PCTP/MRPP|0,31%|13|R.I.R.|0,27%|11|ND|0,22%|9|E|0,17%|7|VP|0,14%|6|MPT.A|0,10%|4|EMBRANCO|2,34%|97|NULOS|0,97%|40
Aveiro|Aveiro|Eixo e Eirol|PPD/PSD.CDS-PP.PPM|30,84%|1.074|PS|25,35%|883|CH|22,77%|793|IL|4,97%|173|B.E.|4,88%|170|L|2,81%|98|PAN|1,81%|63|PCP-PEV|1,35%|47|ADN|1,09%|38|R.I.R.|0,37%|13|ND|0,26%|9|PCTP/MRPP|0,23%|8|E|0,09%|3|VP|0,09%|3|MPT.A|0,06%|2|EMBRANCO|1,87%|65|NULOS|1,18%|41
Aveiro|Aveiro|Esgueira|PPD/PSD.CDS-PP.PPM|28,99%|2.258|PS|28,64%|2.231|CH|17,69%|1.378|IL|6,38%|497|B.E.|5,98%|466|L|3,48%|271|PAN|1,96%|153|PCP-PEV|1,84%|143|ADN|0,90%|70|R.I.R.|0,39%|30|PCTP/MRPP|0,24%|19|ND|0,15%|12|VP|0,15%|12|E|0,10%|8|MPT.A|0,00%|0|EMBRANCO|2,13%|166|NULOS|0,98%|76
Aveiro|Aveiro|Glória e Vera Cruz|PPD/PSD.CDS-PP.PPM|36,85%|4.535|PS|26,55%|3.268|CH|9,43%|1.161|IL|8,04%|989|L|5,58%|687|B.E.|5,53%|681|PAN|2,31%|284|PCP-PEV|2,00%|246|ADN|0,83%|102|PCTP/MRPP|0,15%|19|ND|0,13%|16|VP|0,13%|16|R.I.R.|0,11%|14|MPT.A|0,02%|3|E|0,00%|0|EMBRANCO|1,60%|197|NULOS|0,73%|90
Aveiro|Aveiro|Oliveirinha|PPD/PSD.CDS-PP.PPM|40,10%|1.081|CH|22,07%|595|PS|19,55%|527|IL|4,82%|130|B.E.|3,52%|95|L|2,67%|72|ADN|1,56%|42|PAN|0,96%|26|PCP-PEV|0,67%|18|R.I.R.|0,33%|9|ND|0,30%|8|PCTP/MRPP|0,30%|8|VP|0,11%|3|E|0,04%|1|MPT.A|0,00%|0|EMBRANCO|1,78%|48|NULOS|1,22%|33
Aveiro|Aveiro|Requeixo, Nossa Senhora de Fátima e Nariz|PPD/PSD.CDS-PP.PPM|43,54%|1.136|CH|23,80%|621|PS|16,17%|422|B.E.|3,49%|91|IL|3,41%|89|ADN|2,11%|55|L|1,72%|45|PAN|1,53%|40|PCP-PEV|0,65%|17|ND|0,46%|12|PCTP/MRPP|0,46%|12|R.I.R.|0,27%|7|E|0,15%|4|VP|0,08%|2|MPT.A|0,04%|1|EMBRANCO|1,30%|34|NULOS|0,80%|21
Aveiro|Aveiro|Santa Joana|PPD/PSD.CDS-PP.PPM|35,26%|1.709|PS|25,17%|1.220|CH|17,72%|859|IL|5,84%|283|B.E.|4,58%|222|L|2,85%|138|PAN|2,13%|103|ADN|1,22%|59|PCP-PEV|1,18%|57|R.I.R.|0,23%|11|PCTP/MRPP|0,19%|9|VP|0,19%|9|E|0,12%|6|ND|0,12%|6|MPT.A|0,02%|1|EMBRANCO|1,86%|90|NULOS|1,34%|65
Aveiro|Aveiro|São Bernardo|PPD/PSD.CDS-PP.PPM|39,78%|1.315|PS|21,48%|710|CH|15,25%|504|IL|6,87%|227|B.E.|4,90%|162|L|3,84%|127|PAN|2,18%|72|ADN|1,33%|44|PCP-PEV|1,12%|37|R.I.R.|0,27%|9|ND|0,21%|7|PCTP/MRPP|0,15%|5|E|0,09%|3|VP|0,09%|3|MPT.A|0,00%|0|EMBRANCO|1,66%|55|NULOS|0,79%|26
