,Distrito/R.A.,Município,Freguesia,Inscritos,PS,PPD/PSD.CDS-PP.PPM,CH,IL,B.E.,PCP-PEV,L,PAN,ADN,PPD/PSD.CDS-PP,R.I.R.,JPP,PCTP/MRPP,ND,VP,E,MPT.A,PTP,NC,PPM,Brancos,Nulos,Votos,VP%,L%
1731,Portalegre,Marvão,Santa Maria de Marvão,310,83,44,25,3,7,2,2,2,0,,0,,0,2,0,1,0,,,,5,3,179,0.0,1.1173184357541899
1732,Portalegre,Marvão,Santo António das Areias,850,220,171,79,9,26,15,11,5,11,,3,,3,1,1,0,0,,,,7,13,575,0.17391304347826086,1.9130434782608696
1733,Portalegre,Marvão,São Salvador da Aramenha,1038,190,243,125,19,7,10,17,4,9,,5,,2,1,1,1,0,,,,19,10,663,0.15082956259426847,2.5641025641025643
1734,Portalegre,Monforte,Assumar,508,101,46,50,5,9,52,6,1,1,,1,,2,0,0,1,0,,,,1,1,277,0.0,2.1660649819494586
1735,Portalegre,Monforte,Monforte,1096,220,180,195,8,19,32,9,3,6,,3,,1,2,2,0,1,,,,8,8,697,0.28694404591104733,1.291248206599713
1736,Portalegre,Monforte,Santo Aleixo,447,103,45,100,3,5,23,2,1,2,,0,,2,1,0,0,0,,,,0,4,291,0.0,0.6872852233676976
1737,Portalegre,Monforte,Vaiamonte,511,134,55,129,5,7,23,4,1,2,,1,,2,1,0,2,0,,,,4,4,374,0.0,1.0695187165775402
1738,Portalegre,Nisa,Alpalhão,936,198,177,126,3,12,23,3,6,6,,0,,2,0,0,0,0,,,,9,6,571,0.0,0.5253940455341506
1739,Portalegre,Nisa,Arez e Amieira do Tejo,334,102,34,30,1,12,16,4,3,5,,1,,1,0,0,0,0,,,,2,1,212,0.0,1.8867924528301887
1740,Portalegre,Nisa,"Espírito Santo, Nossa Senhora da Graça e São Simão",2829,657,448,344,27,49,142,25,19,22,,4,,10,4,3,2,0,,,,39,18,1813,0.1654715940430226,1.3789299503585217
1741,Portalegre,Nisa,Montalvão,288,87,32,33,2,3,17,0,1,1,,1,,1,1,1,0,0,,,,2,2,184,0.5434782608695652,0.0
1742,Portalegre,Nisa,Santana,243,94,18,12,1,4,16,1,1,0,,0,,3,0,0,0,1,,,,1,6,158,0.0,0.6329113924050633
1743,Portalegre,Nisa,São Matias,189,41,34,35,1,2,9,0,1,1,,0,,0,1,0,0,0,,,,3,0,128,0.0,0.0
1744,Portalegre,Nisa,Tolosa,744,194,97,119,7,14,26,6,3,10,,2,,5,2,1,0,0,,,,9,4,499,0.20040080160320642,1.2024048096192386
1745,Portalegre,Ponte de Sor,Foros de Arrão,762,176,48,70,13,15,88,8,5,8,,0,,6,0,0,0,0,,,,7,3,447,0.0,1.7897091722595078
1746,Portalegre,Ponte de Sor,Galveias,1029,203,92,143,11,27,82,4,8,9,,1,,7,1,1,0,0,,,,10,6,605,0.1652892561983471,0.6611570247933884
1747,Portalegre,Ponte de Sor,Longomel,935,277,50,136,5,27,60,9,3,4,,0,,6,1,0,1,0,,,,0,8,587,0.0,1.5332197614991483
1748,Portalegre,Ponte de Sor,Montargil,1694,328,164,211,20,32,159,9,9,5,,2,,13,3,0,1,1,,,,14,8,979,0.0,0.9193054136874361
1749,Portalegre,Ponte de Sor,"Ponte de Sor, Tramaga e Vale de Açor",9237,2036,1141,1419,145,219,346,105,58,52,,22,,37,14,6,10,5,,,,113,70,5798,0.10348395998620213,1.8109692997585374
1750,Portalegre,Portalegre,Alagoa,489,104,119,66,6,11,6,2,2,10,,0,,0,2,1,0,1,,,,6,2,338,0.2958579881656805,0.591715976331361
1751,Portalegre,Portalegre,Alegrete,1243,305,253,156,15,16,3,6,3,8,,2,,1,5,1,0,0,,,,6,14,794,0.12594458438287154,0.7556675062972292
1752,Portalegre,Portalegre,Fortios,1564,313,290,284,17,30,34,14,8,8,,7,,6,3,0,2,1,,,,24,12,1053,0.0,1.3295346628679963
1753,Portalegre,Portalegre,Reguengo e São Julião,741,134,161,92,14,9,4,12,4,6,,2,,1,2,2,0,0,,,,9,4,456,0.43859649122807015,2.6315789473684212
1754,Portalegre,Portalegre,Ribeira de Nisa e Carreiras,1456,288,384,208,46,40,34,13,9,15,,0,,3,1,0,3,2,,,,18,9,1073,0.0,1.211556383970177
1755,Portalegre,Portalegre,Sé e São Lourenço,12711,2824,2831,1597,199,273,258,148,79,106,,26,,18,4,4,5,0,,,,149,77,8598,0.04652244708071645,1.7213305419865086
1756,Portalegre,Portalegre,Urra,1503,367,272,249,16,43,15,12,4,11,,2,,5,3,0,1,1,,,,19,8,1028,0.0,1.1673151750972763
1757,Portalegre,Sousel,Cano,992,211,145,171,10,27,29,4,6,2,,2,,2,1,1,0,0,,,,5,9,625,0.16,0.64
1758,Portalegre,Sousel,Casa Branca,901,197,129,120,16,12,72,5,3,3,,6,,6,1,1,0,0,,,,8,8,587,0.17035775127768313,0.8517887563884157
1759,Portalegre,Sousel,Santo Amaro,484,113,120,79,3,10,33,3,0,6,,0,,2,0,0,0,0,,,,6,3,378,0.0,0.7936507936507936
1760,Portalegre,Sousel,Sousel,1480,291,303,272,14,25,66,13,2,9,,7,,5,2,0,1,0,,,,12,9,1031,0.0,1.2609117361784674
1761,Porto,Amarante,"Aboadela, Sanche e Várzea",1588,226,366,153,22,23,13,15,9,31,,10,2,4,5,1,1,,,0,,12,5,898,0.111358574610245,1.670378619153675
1762,Porto,Amarante,"Amarante (São Gonçalo), Madalena, Cepelos e Gatão",10763,2523,2376,768,320,398,145,268,106,129,,39,7,21,5,7,2,,,3,,125,61,7303,0.09585102012871423,3.669724770642202
1763,Porto,Amarante,Ansiães,533,101,86,25,3,2,17,0,2,14,,2,0,1,0,0,1,,,0,,2,0,256,0.0,0.0
1764,Porto,Amarante,"Bustelo, Carneiro e Carvalho de Rei",800,126,161,97,6,15,6,7,4,20,,5,1,1,0,2,0,,,0,,4,2,457,0.437636761487965,1.5317286652078774
1765,Porto,Amarante,Candemil,690,114,98,51,11,3,2,4,3,6,,2,2,2,0,1,0,,,1,,10,4,314,0.3184713375796178,1.2738853503184713
1766,Porto,Amarante,Figueiró (Santiago e Santa Cristina),3657,622,875,406,82,77,33,39,34,61,,40,3,5,5,4,1,,,2,,23,27,2339,0.17101325352714836,1.6673792218896966
1767,Porto,Amarante,Fregim,2259,528,491,179,58,55,8,40,17,33,,9,3,2,1,0,3,,,1,,18,16,1462,0.0,2.735978112175103
1768,Porto,Amarante,Freixo de Cima e de Baixo,3227,626,742,349,74,57,12,37,17,56,,18,1,10,3,0,1,,,3,,36,22,2064,0.0,1.7926356589147288
1769,Porto,Amarante,Fridão,657,192,156,43,5,15,5,9,7,8,,0,0,1,2,0,0,,,0,,5,3,451,0.0,1.9955654101995566
1770,Porto,Amarante,Gondar,1450,342,282,143,28,45,9,17,19,19,,12,2,0,1,2,1,,,1,,15,19,957,0.2089864158829676,1.7763845350052248
1771,Porto,Amarante,Gouveia (São Simão),549,102,130,60,9,9,4,7,2,12,,2,0,0,1,2,2,,,0,,12,3,357,0.5602240896358543,1.9607843137254901
1772,Porto,Amarante,Jazente,556,147,118,41,10,8,5,0,1,13,,1,2,0,0,0,0,,,0,,5,0,351,0.0,0.0
1773,Porto,Amarante,Lomba,799,196,179,72,16,30,9,16,7,15,,3,1,2,0,1,0,,,0,,10,4,561,0.17825311942959002,2.8520499108734403
1774,Porto,Amarante,Louredo,616,171,130,51,11,15,2,8,6,12,,6,0,1,2,0,1,,,0,,3,2,421,0.0,1.9002375296912113
1775,Porto,Amarante,Lufrei,1541,461,298,116,38,48,9,23,14,27,,5,3,3,2,5,0,,,0,,18,5,1075,0.46511627906976744,2.13953488372093
1776,Porto,Amarante,Mancelos,2898,671,590,276,67,44,17,26,18,62,,30,2,9,7,1,0,,,2,,22,16,1860,0.053763440860215055,1.3978494623655915
1777,Porto,Amarante,Olo e Canadelo,509,100,80,37,6,11,3,4,4,11,,3,0,2,1,0,0,,,0,,3,3,268,0.0,1.492537313432836
1778,Porto,Amarante,Padronelo,724,209,119,42,7,17,7,8,6,9,,6,0,4,1,0,0,,,1,,6,4,446,0.0,1.7937219730941705
1779,Porto,Amarante,Rebordelo,257,46,48,20,4,4,8,4,4,3,,5,0,0,0,0,0,,,0,,6,0,152,0.0,2.6315789473684212
